"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
336011,"2008","Jaipur","League","Rajasthan Royals","Deccan Chargers","Rajasthan Royals","field","Sawai Mansingh Stadium",51.14,38.67,162,"Rajasthan Royals"
336012,"2008","Bangalore","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","M Chinnaswamy Stadium",48.81,55.17,173,"Mumbai Indians"
336013,"2008","Chennai","League","Chennai Super Kings","Punjab Kings","Punjab Kings","field","MA Chidambaram Stadium",58.23,45.53,164,"Chennai Super Kings"
336014,"2008","Hyderabad","League","Deccan Chargers","Kolkata Knight Riders","Kolkata Knight Riders","bat","Rajiv Gandhi International Stadium",38.67,52.19,163,"Kolkata Knight Riders"
336015,"2008","Jaipur","League","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","field","Sawai Mansingh Stadium",51.14,46.00,162,"Rajasthan Royals"
336016,"2008","Chandigarh","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Punjab Cricket Association IS Bindra Stadium",45.53,48.81,168,"Punjab Kings"
336017,"2008","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","bat","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
336018,"2008","Mumbai","League","Mumbai Indians","Chennai Super Kings","Mumbai Indians","field","Wankhede Stadium",55.17,58.23,170,"Mumbai Indians"
336019,"2008","Chandigarh","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Punjab Cricket Association IS Bindra Stadium",45.53,51.14,168,"Punjab Kings"
336020,"2008","Delhi","League","Delhi Capitals","Deccan Chargers","Deccan Chargers","field","Feroz Shah Kotla",46.00,38.67,162,"Delhi Capitals"
336021,"2008","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","Wankhede Stadium",55.17,52.19,170,"Mumbai Indians"
336022,"2008","Delhi","League","Delhi Capitals","Punjab Kings","Delhi Capitals","bat","Feroz Shah Kotla",46.00,45.53,162,"Punjab Kings"
336023,"2008","Jaipur","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Sawai Mansingh Stadium",51.14,48.81,162,"Rajasthan Royals"
336024,"2008","Hyderabad","League","Deccan Chargers","Mumbai Indians","Deccan Chargers","field","Rajiv Gandhi International Stadium",38.67,55.17,163,"Mumbai Indians"
336025,"2008","Kolkata","League","Kolkata Knight Riders","Chennai Super Kings","Kolkata Knight Riders","bat","Eden Gardens",52.19,58.23,166,"Chennai Super Kings"
336026,"2008","Bangalore","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","M Chinnaswamy Stadium",48.81,46.00,173,"Delhi Capitals"
336027,"2008","Kolkata","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Eden Gardens",52.19,51.14,166,"Rajasthan Royals"
336028,"2008","Mumbai","League","Mumbai Indians","Punjab Kings","Mumbai Indians","field","Wankhede Stadium",55.17,45.53,170,"Punjab Kings"
336029,"2008","Chennai","League","Chennai Super Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","MA Chidambaram Stadium",58.23,48.81,164,"Royal Challengers Bengaluru"
336031,"2008","Chandigarh","League","Punjab Kings","Deccan Chargers","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,38.67,168,"Punjab Kings"
336032,"2008","Delhi","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","field","Feroz Shah Kotla",46.00,55.17,162,"Delhi Capitals"
336033,"2008","Chennai","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","bat","MA Chidambaram Stadium",58.23,51.14,164,"Rajasthan Royals"
336034,"2008","Bangalore","League","Royal Challengers Bengaluru","Deccan Chargers","Deccan Chargers","field","M Chinnaswamy Stadium",48.81,38.67,173,"Royal Challengers Bengaluru"
336035,"2008","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","bat","Eden Gardens",52.19,45.53,166,"Kolkata Knight Riders"
336036,"2008","Jaipur","League","Rajasthan Royals","Mumbai Indians","Rajasthan Royals","field","Sawai Mansingh Stadium",51.14,55.17,162,"Rajasthan Royals"
336037,"2008","Hyderabad","League","Deccan Chargers","Chennai Super Kings","Deccan Chargers","bat","Rajiv Gandhi International Stadium",38.67,58.23,163,"Chennai Super Kings"
336038,"2008","Mumbai","Semi Final","Delhi Capitals","Rajasthan Royals","Delhi Capitals","field","Wankhede Stadium",46.00,51.14,170,"Rajasthan Royals"
336039,"2008","Mumbai","Semi Final","Chennai Super Kings","Punjab Kings","Punjab Kings","bat","Wankhede Stadium",58.23,45.53,170,"Chennai Super Kings"
336040,"2008","Mumbai","Final","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","Dr DY Patil Sports Academy",58.23,51.14,160,"Rajasthan Royals"
392181,"2009","Cape Town","League","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","field","Newlands",58.23,55.17,139,"Mumbai Indians"
392182,"2009","Cape Town","League","Royal Challengers Bengaluru","Rajasthan Royals","Royal Challengers Bengaluru","bat","Newlands",48.81,51.14,139,"Royal Challengers Bengaluru"
392183,"2009","Cape Town","League","Delhi Capitals","Punjab Kings","Delhi Capitals","field","Newlands",46.00,45.53,139,"Delhi Capitals"
392184,"2009","Cape Town","League","Deccan Chargers","Kolkata Knight Riders","Kolkata Knight Riders","bat","Newlands",38.67,52.19,139,"Deccan Chargers"
392185,"2009","Port Elizabeth","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","bat","St George's Park",48.81,58.23,159,"Chennai Super Kings"
392186,"2009","Durban","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Kingsmead",45.53,52.19,152,"Kolkata Knight Riders"
392188,"2009","Cape Town","League","Royal Challengers Bengaluru","Deccan Chargers","Deccan Chargers","bat","Newlands",48.81,38.67,139,"Deccan Chargers"
392189,"2009","Durban","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","bat","Kingsmead",58.23,46.00,152,"Delhi Capitals"
392190,"2009","Cape Town","League","Kolkata Knight Riders","Rajasthan Royals","Kolkata Knight Riders","field","Newlands",52.19,51.14,139,"Rajasthan Royals"
392191,"2009","Durban","League","Royal Challengers Bengaluru","Punjab Kings","Royal Challengers Bengaluru","bat","Kingsmead",48.81,45.53,152,"Punjab Kings"
392192,"2009","Durban","League","Deccan Chargers","Mumbai Indians","Deccan Chargers","bat","Kingsmead",38.67,55.17,152,"Deccan Chargers"
392194,"2009","Port Elizabeth","League","Royal Challengers Bengaluru","Delhi Capitals","Royal Challengers Bengaluru","bat","St George's Park",48.81,46.00,159,"Delhi Capitals"
392195,"2009","Cape Town","League","Punjab Kings","Rajasthan Royals","Punjab Kings","bat","Newlands",45.53,51.14,139,"Punjab Kings"
392196,"2009","Durban","League","Chennai Super Kings","Deccan Chargers","Deccan Chargers","field","Kingsmead",58.23,38.67,152,"Deccan Chargers"
392197,"2009","Port Elizabeth","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","bat","St George's Park",52.19,55.17,159,"Mumbai Indians"
392198,"2009","Centurion","League","Delhi Capitals","Rajasthan Royals","Delhi Capitals","bat","SuperSport Park",46.00,51.14,155,"Rajasthan Royals"
392199,"2009","Durban","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","bat","Kingsmead",48.81,52.19,152,"Royal Challengers Bengaluru"
392200,"2009","Durban","League","Punjab Kings","Mumbai Indians","Punjab Kings","bat","Kingsmead",45.53,55.17,152,"Punjab Kings"
392201,"2009","Centurion","League","Deccan Chargers","Delhi Capitals","Delhi Capitals","field","SuperSport Park",38.67,46.00,155,"Delhi Capitals"
392202,"2009","Centurion","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","SuperSport Park",58.23,51.14,155,"Chennai Super Kings"
392203,"2009","East London","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","bat","Buffalo Park",52.19,55.17,147,"Mumbai Indians"
392204,"2009","Durban","League","Royal Challengers Bengaluru","Punjab Kings","Royal Challengers Bengaluru","bat","Kingsmead",48.81,45.53,152,"Royal Challengers Bengaluru"
392205,"2009","Port Elizabeth","League","Deccan Chargers","Rajasthan Royals","Deccan Chargers","bat","St George's Park",38.67,51.14,159,"Rajasthan Royals"
392206,"2009","Johannesburg","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","New Wanderers Stadium",58.23,46.00,144,"Chennai Super Kings"
392207,"2009","Port Elizabeth","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","bat","St George's Park",45.53,52.19,159,"Punjab Kings"
392208,"2009","Johannesburg","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","bat","New Wanderers Stadium",48.81,55.17,144,"Royal Challengers Bengaluru"
392209,"2009","East London","League","Chennai Super Kings","Deccan Chargers","Chennai Super Kings","bat","Buffalo Park",58.23,38.67,147,"Chennai Super Kings"
392210,"2009","Durban","League","Punjab Kings","Rajasthan Royals","Punjab Kings","field","Kingsmead",45.53,51.14,152,"Rajasthan Royals"
392211,"2009","Durban","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","bat","Kingsmead",46.00,52.19,152,"Delhi Capitals"
392212,"2009","Centurion","League","Deccan Chargers","Mumbai Indians","Deccan Chargers","bat","SuperSport Park",38.67,55.17,155,"Deccan Chargers"
392213,"2009","Centurion","League","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","SuperSport Park",48.81,51.14,155,"Rajasthan Royals"
392214,"2009","Centurion","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","bat","SuperSport Park",58.23,45.53,155,"Chennai Super Kings"
392215,"2009","East London","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","bat","Buffalo Park",46.00,55.17,147,"Delhi Capitals"
392216,"2009","Kimberley","League","Deccan Chargers","Punjab Kings","Punjab Kings","field","De Beers Diamond Oval",38.67,45.53,158,"Punjab Kings"
392217,"2009","Kimberley","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","bat","De Beers Diamond Oval",58.23,51.14,158,"Chennai Super Kings"
392218,"2009","Port Elizabeth","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","bat","St George's Park",48.81,55.17,159,"Mumbai Indians"
392219,"2009","Johannesburg","League","Delhi Capitals","Kolkata Knight Riders","Delhi Capitals","field","New Wanderers Stadium",46.00,52.19,144,"Delhi Capitals"
392220,"2009","Kimberley","League","Deccan Chargers","Rajasthan Royals","Deccan Chargers","bat","De Beers Diamond Oval",38.67,51.14,158,"Deccan Chargers"
392221,"2009","Centurion","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Royal Challengers Bengaluru","field","SuperSport Park",48.81,52.19,155,"Royal Challengers Bengaluru"
392222,"2009","Centurion","League","Punjab Kings","Mumbai Indians","Punjab Kings","bat","SuperSport Park",45.53,55.17,155,"Mumbai Indians"
392223,"2009","Durban","League","Deccan Chargers","Delhi Capitals","Deccan Chargers","field","Kingsmead",38.67,46.00,152,"Delhi Capitals"
392224,"2009","Durban","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","bat","Kingsmead",48.81,58.23,152,"Royal Challengers Bengaluru"
392225,"2009","Durban","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","bat","Kingsmead",55.17,51.14,152,"Rajasthan Royals"
392226,"2009","Bloemfontein","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","OUTsurance Oval",46.00,45.53,135,"Punjab Kings"
392227,"2009","Port Elizabeth","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","bat","St George's Park",58.23,55.17,159,"Chennai Super Kings"
392228,"2009","Johannesburg","League","Deccan Chargers","Kolkata Knight Riders","Deccan Chargers","field","New Wanderers Stadium",38.67,52.19,144,"Deccan Chargers"
392229,"2009","Johannesburg","League","Deccan Chargers","Punjab Kings","Deccan Chargers","field","New Wanderers Stadium",38.67,45.53,144,"Punjab Kings"
392230,"2009","Bloemfontein","League","Delhi Capitals","Rajasthan Royals","Delhi Capitals","bat","OUTsurance Oval",46.00,51.14,135,"Delhi Capitals"
392231,"2009","Centurion","League","Chennai Super Kings","Kolkata Knight Riders","Chennai Super Kings","bat","SuperSport Park",58.23,52.19,155,"Kolkata Knight Riders"
392232,"2009","Johannesburg","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","bat","New Wanderers Stadium",48.81,46.00,144,"Royal Challengers Bengaluru"
392233,"2009","Durban","League","Kolkata Knight Riders","Rajasthan Royals","Kolkata Knight Riders","field","Kingsmead",52.19,51.14,152,"Kolkata Knight Riders"
392234,"2009","Durban","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","bat","Kingsmead",58.23,45.53,152,"Chennai Super Kings"
392235,"2009","Centurion","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","field","SuperSport Park",46.00,55.17,155,"Delhi Capitals"
392236,"2009","Centurion","League","Royal Challengers Bengaluru","Deccan Chargers","Royal Challengers Bengaluru","bat","SuperSport Park",48.81,38.67,155,"Royal Challengers Bengaluru"
392237,"2009","Centurion","Semi Final","Delhi Capitals","Deccan Chargers","Deccan Chargers","field","SuperSport Park",46.00,38.67,155,"Deccan Chargers"
392238,"2009","Johannesburg","Semi Final","Royal Challengers Bengaluru","Chennai Super Kings","Royal Challengers Bengaluru","field","New Wanderers Stadium",48.81,58.23,144,"Royal Challengers Bengaluru"
392239,"2009","Johannesburg","Final","Royal Challengers Bengaluru","Deccan Chargers","Royal Challengers Bengaluru","field","New Wanderers Stadium",48.81,38.67,144,"Deccan Chargers"
419106,"2010","Mumbai","League","Deccan Chargers","Kolkata Knight Riders","Deccan Chargers","field","Dr DY Patil Sports Academy",38.67,52.19,160,"Kolkata Knight Riders"
419107,"2010","Mumbai","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","Brabourne Stadium",55.17,51.14,179,"Mumbai Indians"
419108,"2010","Chandigarh","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Punjab Cricket Association IS Bindra Stadium",45.53,46.00,168,"Delhi Capitals"
419109,"2010","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Kolkata Knight Riders","field","Eden Gardens",52.19,48.81,166,"Kolkata Knight Riders"
419110,"2010","Chennai","League","Chennai Super Kings","Deccan Chargers","Deccan Chargers","bat","MA Chidambaram Stadium",58.23,38.67,164,"Deccan Chargers"
419111,"2010","Ahmedabad","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Sardar Patel Stadium, Motera",51.14,46.00,163,"Delhi Capitals"
419112,"2010","Bangalore","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","bat","M Chinnaswamy Stadium",48.81,45.53,173,"Royal Challengers Bengaluru"
419113,"2010","Kolkata","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","bat","Eden Gardens",52.19,58.23,166,"Chennai Super Kings"
419114,"2010","Delhi","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","field","Feroz Shah Kotla",46.00,55.17,162,"Mumbai Indians"
419115,"2010","Bangalore","League","Royal Challengers Bengaluru","Rajasthan Royals","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,51.14,173,"Royal Challengers Bengaluru"
419116,"2010","Delhi","League","Delhi Capitals","Chennai Super Kings","Delhi Capitals","bat","Feroz Shah Kotla",46.00,58.23,162,"Chennai Super Kings"
419117,"2010","Cuttack","League","Deccan Chargers","Punjab Kings","Punjab Kings","field","Barabati Stadium",38.67,45.53,168,"Deccan Chargers"
419118,"2010","Ahmedabad","League","Rajasthan Royals","Kolkata Knight Riders","Rajasthan Royals","bat","Sardar Patel Stadium, Motera",51.14,52.19,163,"Rajasthan Royals"
419119,"2010","Mumbai","League","Mumbai Indians","Royal Challengers Bengaluru","Mumbai Indians","bat","Brabourne Stadium",55.17,48.81,179,"Royal Challengers Bengaluru"
419120,"2010","Cuttack","League","Deccan Chargers","Delhi Capitals","Deccan Chargers","bat","Barabati Stadium",38.67,46.00,168,"Deccan Chargers"
419121,"2010","Chennai","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","field","MA Chidambaram Stadium",58.23,45.53,164,"Punjab Kings"
419122,"2010","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","bat","Brabourne Stadium",55.17,52.19,179,"Mumbai Indians"
419123,"2010","Bangalore","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","M Chinnaswamy Stadium",48.81,58.23,173,"Royal Challengers Bengaluru"
419124,"2010","Chandigarh","League","Punjab Kings","Rajasthan Royals","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,51.14,168,"Rajasthan Royals"
419125,"2010","Mumbai","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Brabourne Stadium",58.23,55.17,179,"Mumbai Indians"
419126,"2010","Ahmedabad","League","Rajasthan Royals","Deccan Chargers","Deccan Chargers","bat","Sardar Patel Stadium, Motera",51.14,38.67,163,"Rajasthan Royals"
419127,"2010","Chandigarh","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","bat","Punjab Cricket Association IS Bindra Stadium",45.53,52.19,168,"Kolkata Knight Riders"
419128,"2010","Bangalore","League","Royal Challengers Bengaluru","Delhi Capitals","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,46.00,173,"Delhi Capitals"
419129,"2010","Ahmedabad","League","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","bat","Sardar Patel Stadium, Motera",51.14,58.23,163,"Rajasthan Royals"
419130,"2010","Mumbai","League","Deccan Chargers","Mumbai Indians","Deccan Chargers","field","Dr DY Patil Sports Academy",38.67,55.17,160,"Mumbai Indians"
419131,"2010","Delhi","League","Delhi Capitals","Kolkata Knight Riders","Delhi Capitals","bat","Feroz Shah Kotla",46.00,52.19,162,"Delhi Capitals"
419132,"2010","Mumbai","League","Mumbai Indians","Punjab Kings","Mumbai Indians","field","Brabourne Stadium",55.17,45.53,179,"Mumbai Indians"
419133,"2010","Chennai","League","Chennai Super Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","MA Chidambaram Stadium",58.23,48.81,164,"Chennai Super Kings"
419134,"2010","Delhi","League","Delhi Capitals","Rajasthan Royals","Delhi Capitals","bat","Feroz Shah Kotla",46.00,51.14,162,"Delhi Capitals"
419135,"2010","Kolkata","League","Kolkata Knight Riders","Deccan Chargers","Kolkata Knight Riders","bat","Eden Gardens",52.19,38.67,166,"Kolkata Knight Riders"
419136,"2010","Chandigarh","League","Punjab Kings","Royal Challengers Bengaluru","Punjab Kings","bat","Punjab Cricket Association IS Bindra Stadium",45.53,48.81,168,"Royal Challengers Bengaluru"
419137,"2010","Chennai","League","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,51.14,164,"Chennai Super Kings"
419138,"2010","Mumbai","League","Mumbai Indians","Deccan Chargers","Mumbai Indians","bat","Brabourne Stadium",55.17,38.67,179,"Mumbai Indians"
419139,"2010","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Kolkata Knight Riders","bat","Eden Gardens",52.19,45.53,166,"Punjab Kings"
419140,"2010","Delhi","League","Delhi Capitals","Royal Challengers Bengaluru","Delhi Capitals","bat","Feroz Shah Kotla",46.00,48.81,162,"Delhi Capitals"
419141,"2010","Nagpur","League","Deccan Chargers","Rajasthan Royals","Rajasthan Royals","bat","Vidarbha Cricket Association Stadium, Jamtha",38.67,51.14,149,"Rajasthan Royals"
419142,"2010","Chennai","League","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,55.17,164,"Chennai Super Kings"
419143,"2010","Jaipur","League","Rajasthan Royals","Punjab Kings","Punjab Kings","bat","Sawai Mansingh Stadium",51.14,45.53,162,"Rajasthan Royals"
419144,"2010","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","bat","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
419145,"2010","Bangalore","League","Royal Challengers Bengaluru","Deccan Chargers","Deccan Chargers","field","M Chinnaswamy Stadium",48.81,38.67,173,"Deccan Chargers"
