"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
980981,"2016","Bangalore","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","M Chinnaswamy Stadium",48.81,55.17,173,"Mumbai Indians"
980983,"2016","Hyderabad","League","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","Rajiv Gandhi International Stadium",48.35,46.00,163,"Delhi Capitals"
980985,"2016","Visakhapatnam","League","Mumbai Indians","Punjab Kings","Mumbai Indians","bat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",55.17,45.53,167,"Punjab Kings"
980987,"2016","Bangalore","League","Royal Challengers Bengaluru","Gujarat Lions","Gujarat Lions","field","M Chinnaswamy Stadium",48.81,43.33,173,"Royal Challengers Bengaluru"
980989,"2016","Kolkata","League","Kolkata Knight Riders","Rising Pune Supergiants","Rising Pune Supergiants","bat","Eden Gardens",52.19,50.00,166,"Kolkata Knight Riders"
980991,"2016","Chandigarh","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","bat","Punjab Cricket Association IS Bindra Stadium",45.53,48.35,168,"Sunrisers Hyderabad"
980993,"2016","Visakhapatnam","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",55.17,46.00,167,"Mumbai Indians"
980995,"2016","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Eden Gardens",52.19,48.81,166,"Royal Challengers Bengaluru"
980997,"2016","Visakhapatnam","League","Rising Pune Supergiants","Delhi Capitals","Rising Pune Supergiants","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",50.00,46.00,167,"Rising Pune Supergiants"
980999,"2016","Bangalore","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","M Chinnaswamy Stadium",48.81,45.53,173,"Royal Challengers Bengaluru"
981001,"2016","Kanpur","League","Gujarat Lions","Kolkata Knight Riders","Gujarat Lions","field","Green Park",43.33,52.19,161,"Gujarat Lions"
981003,"2016","Raipur","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","field","Shaheed Veer Narayan Singh International Stadium",46.00,48.35,146,"Delhi Capitals"
981005,"2016","Visakhapatnam","League","Rising Pune Supergiants","Punjab Kings","Punjab Kings","bat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",50.00,45.53,167,"Rising Pune Supergiants"
981007,"2016","Kanpur","League","Gujarat Lions","Mumbai Indians","Gujarat Lions","field","Green Park",43.33,55.17,161,"Gujarat Lions"
981009,"2016","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Eden Gardens",52.19,48.35,166,"Kolkata Knight Riders"
981011,"2016","Raipur","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Shaheed Veer Narayan Singh International Stadium",46.00,48.81,146,"Royal Challengers Bengaluru"
981013,"2016","Bangalore","Qualifier 1","Gujarat Lions","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",43.33,48.81,173,"Royal Challengers Bengaluru"
981015,"2016","Delhi","Elimination Final","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Feroz Shah Kotla",48.35,52.19,162,"Sunrisers Hyderabad"
981017,"2016","Delhi","Qualifier 2","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Feroz Shah Kotla",43.33,48.35,162,"Sunrisers Hyderabad"
981019,"2016","Bangalore","Final","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","bat","M Chinnaswamy Stadium",48.81,48.35,173,"Sunrisers Hyderabad"
1082591,"2017","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Rajiv Gandhi International Stadium",48.35,48.81,163,"Sunrisers Hyderabad"
1082592,"2017","Pune","League","Rising Pune Supergiants","Mumbai Indians","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,55.17,168,"Rising Pune Supergiants"
1082593,"2017","Rajkot","League","Gujarat Lions","Kolkata Knight Riders","Kolkata Knight Riders","field","Saurashtra Cricket Association Stadium",43.33,52.19,169,"Kolkata Knight Riders"
1082594,"2017","Indore","League","Punjab Kings","Rising Pune Supergiants","Punjab Kings","field","Holkar Cricket Stadium",45.53,50.00,160,"Punjab Kings"
1082595,"2017","Bengaluru","League","Royal Challengers Bengaluru","Delhi Capitals","Royal Challengers Bengaluru","bat","M Chinnaswamy Stadium",48.81,46.00,173,"Royal Challengers Bengaluru"
1082596,"2017","Hyderabad","League","Sunrisers Hyderabad","Gujarat Lions","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",48.35,43.33,163,"Sunrisers Hyderabad"
1082597,"2017","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","Wankhede Stadium",55.17,52.19,170,"Mumbai Indians"
1082598,"2017","Indore","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Holkar Cricket Stadium",45.53,48.81,160,"Punjab Kings"
1082599,"2017","Pune","League","Rising Pune Supergiants","Delhi Capitals","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,46.00,168,"Delhi Capitals"
1082600,"2017","Mumbai","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","field","Wankhede Stadium",55.17,48.35,170,"Mumbai Indians"
1082601,"2017","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Kolkata Knight Riders","field","Eden Gardens",52.19,45.53,166,"Kolkata Knight Riders"
1082602,"2017","Bangalore","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","M Chinnaswamy Stadium",48.81,55.17,173,"Mumbai Indians"
1082603,"2017","Rajkot","League","Gujarat Lions","Rising Pune Supergiants","Gujarat Lions","field","Saurashtra Cricket Association Stadium",43.33,50.00,169,"Gujarat Lions"
1082604,"2017","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Eden Gardens",52.19,48.35,166,"Kolkata Knight Riders"
1082605,"2017","Delhi","League","Delhi Capitals","Punjab Kings","Delhi Capitals","bat","Feroz Shah Kotla",46.00,45.53,162,"Delhi Capitals"
1082606,"2017","Mumbai","League","Mumbai Indians","Gujarat Lions","Mumbai Indians","field","Wankhede Stadium",55.17,43.33,170,"Mumbai Indians"
1082607,"2017","Bangalore","League","Royal Challengers Bengaluru","Rising Pune Supergiants","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,50.00,173,"Rising Pune Supergiants"
1082608,"2017","Delhi","League","Delhi Capitals","Kolkata Knight Riders","Delhi Capitals","bat","Feroz Shah Kotla",46.00,52.19,162,"Kolkata Knight Riders"
1082609,"2017","Hyderabad","League","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","field","Rajiv Gandhi International Stadium",48.35,45.53,163,"Sunrisers Hyderabad"
1082610,"2017","Rajkot","League","Gujarat Lions","Royal Challengers Bengaluru","Gujarat Lions","field","Saurashtra Cricket Association Stadium",43.33,48.81,169,"Royal Challengers Bengaluru"
1082611,"2017","Hyderabad","League","Sunrisers Hyderabad","Delhi Capitals","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,46.00,163,"Sunrisers Hyderabad"
1082612,"2017","Indore","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Holkar Cricket Stadium",45.53,55.17,160,"Mumbai Indians"
1082613,"2017","Kolkata","League","Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","Eden Gardens",52.19,43.33,166,"Gujarat Lions"
1082614,"2017","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",55.17,46.00,170,"Mumbai Indians"
1082615,"2017","Pune","League","Rising Pune Supergiants","Sunrisers Hyderabad","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,48.35,168,"Rising Pune Supergiants"
1082616,"2017","Rajkot","League","Gujarat Lions","Punjab Kings","Gujarat Lions","field","Saurashtra Cricket Association Stadium",43.33,45.53,169,"Punjab Kings"
1082617,"2017","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Eden Gardens",52.19,48.81,166,"Kolkata Knight Riders"
1082618,"2017","Mumbai","League","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","field","Wankhede Stadium",55.17,50.00,170,"Rising Pune Supergiants"
1082620,"2017","Pune","League","Rising Pune Supergiants","Kolkata Knight Riders","Kolkata Knight Riders","field","Maharashtra Cricket Association Stadium",50.00,52.19,168,"Kolkata Knight Riders"
1082621,"2017","Bangalore","League","Royal Challengers Bengaluru","Gujarat Lions","Gujarat Lions","field","M Chinnaswamy Stadium",48.81,43.33,173,"Gujarat Lions"
1082622,"2017","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","field","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
1082623,"2017","Chandigarh","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,48.35,168,"Sunrisers Hyderabad"
1082624,"2017","Pune","League","Rising Pune Supergiants","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Maharashtra Cricket Association Stadium",50.00,48.81,168,"Rising Pune Supergiants"
1082625,"2017","Rajkot","League","Gujarat Lions","Mumbai Indians","Gujarat Lions","bat","Saurashtra Cricket Association Stadium",43.33,55.17,169,"Mumbai Indians"
1082626,"2017","Chandigarh","League","Punjab Kings","Delhi Capitals","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,46.00,168,"Punjab Kings"
1082627,"2017","Hyderabad","League","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Rajiv Gandhi International Stadium",48.35,52.19,163,"Sunrisers Hyderabad"
1082628,"2017","Mumbai","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Wankhede Stadium",55.17,48.81,170,"Mumbai Indians"
1082629,"2017","Pune","League","Rising Pune Supergiants","Gujarat Lions","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,43.33,168,"Rising Pune Supergiants"
1082630,"2017","Delhi","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","field","Feroz Shah Kotla",46.00,48.35,162,"Delhi Capitals"
1082631,"2017","Kolkata","League","Kolkata Knight Riders","Rising Pune Supergiants","Rising Pune Supergiants","field","Eden Gardens",52.19,50.00,166,"Rising Pune Supergiants"
1082632,"2017","Delhi","League","Delhi Capitals","Gujarat Lions","Delhi Capitals","field","Feroz Shah Kotla",46.00,43.33,162,"Delhi Capitals"
1082633,"2017","Bangalore","League","Royal Challengers Bengaluru","Punjab Kings","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,45.53,173,"Punjab Kings"
1082634,"2017","Hyderabad","League","Sunrisers Hyderabad","Rising Pune Supergiants","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",48.35,50.00,163,"Rising Pune Supergiants"
1082635,"2017","Delhi","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","field","Feroz Shah Kotla",46.00,55.17,162,"Mumbai Indians"
1082636,"2017","Bangalore","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.81,52.19,173,"Kolkata Knight Riders"
1082637,"2017","Chandigarh","League","Punjab Kings","Gujarat Lions","Gujarat Lions","field","Punjab Cricket Association IS Bindra Stadium",45.53,43.33,168,"Gujarat Lions"
1082638,"2017","Hyderabad","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","bat","Rajiv Gandhi International Stadium",48.35,55.17,163,"Sunrisers Hyderabad"
1082639,"2017","Chandigarh","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Punjab Cricket Association IS Bindra Stadium",45.53,52.19,168,"Punjab Kings"
1082640,"2017","Kanpur","League","Gujarat Lions","Delhi Capitals","Delhi Capitals","field","Green Park",43.33,46.00,161,"Delhi Capitals"
1082641,"2017","Mumbai","League","Mumbai Indians","Punjab Kings","Mumbai Indians","field","Wankhede Stadium",55.17,45.53,170,"Punjab Kings"
1082642,"2017","Delhi","League","Delhi Capitals","Rising Pune Supergiants","Delhi Capitals","bat","Feroz Shah Kotla",46.00,50.00,162,"Delhi Capitals"
1082643,"2017","Kanpur","League","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Green Park",43.33,48.35,161,"Sunrisers Hyderabad"
1082644,"2017","Kolkata","League","Kolkata Knight Riders","Mumbai Indians","Kolkata Knight Riders","field","Eden Gardens",52.19,55.17,166,"Mumbai Indians"
1082645,"2017","Pune","League","Rising Pune Supergiants","Punjab Kings","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,45.53,168,"Rising Pune Supergiants"
1082646,"2017","Delhi","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Feroz Shah Kotla",46.00,48.81,162,"Royal Challengers Bengaluru"
1082647,"2017","Mumbai","Qualifier 1","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","field","Wankhede Stadium",55.17,50.00,170,"Rising Pune Supergiants"
1082648,"2017","Bangalore","Eliminator","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.35,52.19,173,"Kolkata Knight Riders"
1082649,"2017","Bangalore","Qualifier 2","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","M Chinnaswamy Stadium",55.17,52.19,173,"Mumbai Indians"
1082650,"2017","Hyderabad","Final","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","bat","Rajiv Gandhi International Stadium",55.17,50.00,163,"Mumbai Indians"
1136561,"2018","Mumbai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",55.17,58.23,170,"Chennai Super Kings"
1136562,"2018","Chandigarh","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",46.00,45.53,168,"Punjab Kings"
1136563,"2018","Kolkata","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",48.81,52.19,166,"Kolkata Knight Riders"
1136564,"2018","Hyderabad","League","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",51.14,48.35,163,"Sunrisers Hyderabad"
1136565,"2018","Chennai","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",52.19,58.23,164,"Chennai Super Kings"
1136566,"2018","Jaipur","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Sawai Mansingh Stadium",51.14,46.00,162,"Rajasthan Royals"
1136567,"2018","Hyderabad","League","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",55.17,48.35,163,"Sunrisers Hyderabad"
1136568,"2018","Bengaluru","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",45.53,48.81,173,"Royal Challengers Bengaluru"
1136569,"2018","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",55.17,46.00,170,"Delhi Capitals"
1136570,"2018","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Eden Gardens",52.19,48.35,166,"Sunrisers Hyderabad"
1136571,"2018","Bengaluru","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",51.14,48.81,173,"Rajasthan Royals"
1136572,"2018","Chandigarh","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,58.23,168,"Punjab Kings"
1136573,"2018","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
1136574,"2018","Mumbai","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Wankhede Stadium",55.17,48.81,170,"Mumbai Indians"
1136575,"2018","Jaipur","League","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Sawai Mansingh Stadium",51.14,52.19,162,"Kolkata Knight Riders"
1136576,"2018","Chandigarh","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","bat","Punjab Cricket Association IS Bindra Stadium",45.53,48.35,168,"Punjab Kings"
1136577,"2018","Pune","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","Maharashtra Cricket Association Stadium",58.23,51.14,168,"Chennai Super Kings"
1136578,"2018","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Eden Gardens",52.19,45.53,166,"Punjab Kings"
1136579,"2018","Bengaluru","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",46.00,48.81,173,"Royal Challengers Bengaluru"
1136580,"2018","Hyderabad","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",58.23,48.35,163,"Chennai Super Kings"
1136581,"2018","Jaipur","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","Sawai Mansingh Stadium",55.17,51.14,162,"Rajasthan Royals"
1136582,"2018","Delhi","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",45.53,46.00,185,"Punjab Kings"
1136583,"2018","Mumbai","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.35,55.17,170,"Sunrisers Hyderabad"
1136584,"2018","Bengaluru","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","M Chinnaswamy Stadium",48.81,58.23,173,"Chennai Super Kings"
1136585,"2018","Hyderabad","League","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","field","Rajiv Gandhi International Stadium",48.35,45.53,163,"Sunrisers Hyderabad"
1136586,"2018","Delhi","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Arun Jaitley Stadium",46.00,52.19,185,"Delhi Capitals"
1136587,"2018","Pune","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Maharashtra Cricket Association Stadium",58.23,55.17,168,"Mumbai Indians"
1136588,"2018","Jaipur","League","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","Sawai Mansingh Stadium",48.35,51.14,162,"Sunrisers Hyderabad"
1136589,"2018","Bengaluru","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.81,52.19,173,"Kolkata Knight Riders"
1136590,"2018","Pune","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","Maharashtra Cricket Association Stadium",58.23,46.00,168,"Chennai Super Kings"
1136591,"2018","Bengaluru","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","M Chinnaswamy Stadium",48.81,55.17,173,"Royal Challengers Bengaluru"
1136592,"2018","Delhi","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Arun Jaitley Stadium",46.00,51.14,185,"Delhi Capitals"
1136593,"2018","Kolkata","League","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",58.23,52.19,166,"Kolkata Knight Riders"
1136594,"2018","Indore","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Holkar Cricket Stadium",45.53,55.17,160,"Mumbai Indians"
1136595,"2018","Pune","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","Maharashtra Cricket Association Stadium",48.81,58.23,168,"Chennai Super Kings"
1136596,"2018","Hyderabad","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","bat","Rajiv Gandhi International Stadium",46.00,48.35,163,"Sunrisers Hyderabad"
1136597,"2018","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",55.17,52.19,170,"Mumbai Indians"
1136598,"2018","Indore","League","Rajasthan Royals","Punjab Kings","Punjab Kings","field","Holkar Cricket Stadium",51.14,45.53,160,"Punjab Kings"
1136599,"2018","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Rajiv Gandhi International Stadium",48.35,48.81,163,"Sunrisers Hyderabad"
1136600,"2018","Jaipur","League","Rajasthan Royals","Punjab Kings","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,45.53,162,"Rajasthan Royals"
1136601,"2018","Kolkata","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",55.17,52.19,166,"Mumbai Indians"
1136602,"2018","Delhi","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","bat","Arun Jaitley Stadium",46.00,48.35,185,"Sunrisers Hyderabad"
1136603,"2018","Jaipur","League","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","Sawai Mansingh Stadium",58.23,51.14,162,"Rajasthan Royals"
1136604,"2018","Indore","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Holkar Cricket Stadium",52.19,45.53,160,"Kolkata Knight Riders"
1136605,"2018","Delhi","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Arun Jaitley Stadium",46.00,48.81,185,"Royal Challengers Bengaluru"
1136606,"2018","Pune","League","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Maharashtra Cricket Association Stadium",48.35,58.23,168,"Chennai Super Kings"
1136607,"2018","Mumbai","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",55.17,51.14,170,"Rajasthan Royals"
1136608,"2018","Indore","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Holkar Cricket Stadium",45.53,48.81,160,"Royal Challengers Bengaluru"
1136609,"2018","Kolkata","League","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",51.14,52.19,166,"Kolkata Knight Riders"
1136610,"2018","Mumbai","League","Mumbai Indians","Punjab Kings","Punjab Kings","field","Wankhede Stadium",55.17,45.53,170,"Mumbai Indians"
1136611,"2018","Bengaluru","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","M Chinnaswamy Stadium",48.81,48.35,173,"Royal Challengers Bengaluru"
1136612,"2018","Delhi","League","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","Arun Jaitley Stadium",46.00,58.23,185,"Delhi Capitals"
1136613,"2018","Jaipur","League","Rajasthan Royals","Royal Challengers Bengaluru","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,48.81,162,"Rajasthan Royals"
1136614,"2018","Hyderabad","League","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,52.19,163,"Kolkata Knight Riders"
1136615,"2018","Delhi","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","bat","Arun Jaitley Stadium",46.00,55.17,185,"Delhi Capitals"
1136616,"2018","Pune","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Maharashtra Cricket Association Stadium",45.53,58.23,168,"Chennai Super Kings"
1136617,"2018","Mumbai","Qualifier 1","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",48.35,58.23,170,"Chennai Super Kings"
1136618,"2018","Kolkata","Eliminator","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Eden Gardens",52.19,51.14,166,"Kolkata Knight Riders"
1136619,"2018","Kolkata","Qualifier 2","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",48.35,52.19,166,"Sunrisers Hyderabad"
1136620,"2018","Mumbai","Final","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",48.35,58.23,170,"Chennai Super Kings"
1175356,"2019","Chennai","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",48.81,58.23,164,"Chennai Super Kings"
1175357,"2019","Kolkata","League","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",48.35,52.19,166,"Kolkata Knight Riders"
1175358,"2019","Mumbai","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",46.00,55.17,170,"Delhi Capitals"
1175359,"2019","Jaipur","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",45.53,51.14,162,"Punjab Kings"
1175360,"2019","Delhi","League","Delhi Capitals","Chennai Super Kings","Delhi Capitals","bat","Arun Jaitley Stadium",46.00,58.23,185,"Chennai Super Kings"
1175361,"2019","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Eden Gardens",52.19,45.53,166,"Kolkata Knight Riders"
1175362,"2019","Bengaluru","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",55.17,48.81,173,"Mumbai Indians"
1175363,"2019","Hyderabad","League","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","bat","Rajiv Gandhi International Stadium",51.14,48.35,163,"Sunrisers Hyderabad"
1175364,"2019","Chandigarh","League","Mumbai Indians","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",55.17,45.53,168,"Punjab Kings"
1175365,"2019","Delhi","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",52.19,46.00,185,"Delhi Capitals"
1175366,"2019","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Rajiv Gandhi International Stadium",48.35,48.81,163,"Sunrisers Hyderabad"
1175367,"2019","Chennai","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","MA Chidambaram Stadium",58.23,51.14,164,"Chennai Super Kings"
1175368,"2019","Chandigarh","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Punjab Cricket Association IS Bindra Stadium",45.53,46.00,168,"Punjab Kings"
1175369,"2019","Jaipur","League","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",48.81,51.14,162,"Rajasthan Royals"
1175370,"2019","Mumbai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",55.17,58.23,170,"Mumbai Indians"
1175371,"2019","Delhi","League","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Arun Jaitley Stadium",46.00,48.35,185,"Sunrisers Hyderabad"
1175372,"2019","Bengaluru","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.81,52.19,173,"Kolkata Knight Riders"
1178393,"2019","Chennai","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,45.53,164,"Chennai Super Kings"
1178394,"2019","Hyderabad","League","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",55.17,48.35,163,"Mumbai Indians"
1178395,"2019","Bengaluru","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","M Chinnaswamy Stadium",48.81,46.00,173,"Delhi Capitals"
